trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,input_class,accuracy,batch_pos,batch_neg,different/different,different/same,same/same,same/different
11,704,25,50,0.0001,0.01,different/same,0.648,356,348,0.56,0.648,0.6,0.792
11,704,25,50,0.0001,0.01,same/different,0.792,356,348,0.56,0.648,0.6,0.792
11,704,25,50,0.0001,0.01,same/same,0.6,356,348,0.56,0.648,0.6,0.792
11,804,25,50,0.0001,0.01,different/different,0.52,407,397,0.52,0.76,0.592,0.824
11,804,25,50,0.0001,0.01,different/same,0.76,407,397,0.52,0.76,0.592,0.824
11,804,25,50,0.0001,0.01,same/different,0.824,407,397,0.52,0.76,0.592,0.824
11,804,25,50,0.0001,0.01,same/same,0.592,407,397,0.52,0.76,0.592,0.824
11,904,25,50,0.0001,0.01,different/different,0.744,459,445,0.744,0.576,0.744,0.624
11,904,25,50,0.0001,0.01,different/same,0.576,459,445,0.744,0.576,0.744,0.624
11,904,25,50,0.0001,0.01,same/different,0.624,459,445,0.744,0.576,0.744,0.624
11,904,25,50,0.0001,0.01,same/same,0.744,459,445,0.744,0.576,0.744,0.624
11,1004,25,50,0.0001,0.01,different/different,0.64,511,493,0.64,0.688,0.712,0.768
11,1004,25,50,0.0001,0.01,different/same,0.688,511,493,0.64,0.688,0.712,0.768
11,1004,25,50,0.0001,0.01,same/different,0.768,511,493,0.64,0.688,0.712,0.768
11,1004,25,50,0.0001,0.01,same/same,0.712,511,493,0.64,0.688,0.712,0.768
11,1104,25,50,0.0001,0.01,different/different,0.696,561,543,0.696,0.76,0.76,0.808
11,1104,25,50,0.0001,0.01,different/same,0.76,561,543,0.696,0.76,0.76,0.808
11,1104,25,50,0.0001,0.01,same/different,0.808,561,543,0.696,0.76,0.76,0.808
11,1104,25,50,0.0001,0.01,same/same,0.76,561,543,0.696,0.76,0.76,0.808
11,1204,25,50,0.0001,0.01,different/different,0.792,615,589,0.792,0.768,0.784,0.784
11,1204,25,50,0.0001,0.01,different/same,0.768,615,589,0.792,0.768,0.784,0.784
11,1204,25,50,0.0001,0.01,same/different,0.784,615,589,0.792,0.768,0.784,0.784
11,1204,25,50,0.0001,0.01,same/same,0.784,615,589,0.792,0.768,0.784,0.784
11,1304,25,50,0.0001,0.01,different/different,0.832,665,639,0.832,0.816,0.776,0.856
11,1304,25,50,0.0001,0.01,different/same,0.816,665,639,0.832,0.816,0.776,0.856
11,1304,25,50,0.0001,0.01,same/different,0.856,665,639,0.832,0.816,0.776,0.856
11,1304,25,50,0.0001,0.01,same/same,0.776,665,639,0.832,0.816,0.776,0.856
11,1404,25,50,0.0001,0.01,different/different,0.808,709,695,0.808,0.848,0.84,0.888
11,1404,25,50,0.0001,0.01,different/same,0.848,709,695,0.808,0.848,0.84,0.888
11,1404,25,50,0.0001,0.01,same/different,0.888,709,695,0.808,0.848,0.84,0.888
11,1404,25,50,0.0001,0.01,same/same,0.84,709,695,0.808,0.848,0.84,0.888
11,1504,25,50,0.0001,0.01,different/different,0.832,761,743,0.832,0.88,0.864,0.888
11,1504,25,50,0.0001,0.01,different/same,0.88,761,743,0.832,0.88,0.864,0.888
11,1504,25,50,0.0001,0.01,same/different,0.888,761,743,0.832,0.88,0.864,0.888
11,1504,25,50,0.0001,0.01,same/same,0.864,761,743,0.832,0.88,0.864,0.888
11,1604,25,50,0.0001,0.01,different/different,0.856,808,796,0.856,0.92,0.864,0.912
11,1604,25,50,0.0001,0.01,different/same,0.92,808,796,0.856,0.92,0.864,0.912
11,1604,25,50,0.0001,0.01,same/different,0.912,808,796,0.856,0.92,0.864,0.912
11,1604,25,50,0.0001,0.01,same/same,0.864,808,796,0.856,0.92,0.864,0.912
11,1704,25,50,0.0001,0.01,different/different,0.904,850,854,0.904,0.904,0.928,0.912
11,1704,25,50,0.0001,0.01,different/same,0.904,850,854,0.904,0.904,0.928,0.912
11,1704,25,50,0.0001,0.01,same/different,0.912,850,854,0.904,0.904,0.928,0.912
11,1704,25,50,0.0001,0.01,same/same,0.928,850,854,0.904,0.904,0.928,0.912
11,1804,25,50,0.0001,0.01,different/different,0.928,892,912,0.928,0.944,0.936,0.936
11,1804,25,50,0.0001,0.01,different/same,0.944,892,912,0.928,0.944,0.936,0.936
11,1804,25,50,0.0001,0.01,same/different,0.936,892,912,0.928,0.944,0.936,0.936
11,1804,25,50,0.0001,0.01,same/same,0.936,892,912,0.928,0.944,0.936,0.936
11,1904,25,50,0.0001,0.01,different/different,0.944,943,961,0.944,0.96,0.96,0.96
11,1904,25,50,0.0001,0.01,different/same,0.96,943,961,0.944,0.96,0.96,0.96
11,1904,25,50,0.0001,0.01,same/different,0.96,943,961,0.944,0.96,0.96,0.96
11,1904,25,50,0.0001,0.01,same/same,0.96,943,961,0.944,0.96,0.96,0.96
12,0,25,50,0.0001,0.01,same/same,0.0,0,0,0.0,1.0,0.0,1.0
12,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,1.0,0.0,1.0
12,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,1.0,0.0,1.0
12,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.0,1.0,0.0,1.0
12,104,25,50,0.0001,0.01,same/same,0.328,48,56,0.128,0.936,0.328,0.904
12,104,25,50,0.0001,0.01,same/different,0.904,48,56,0.128,0.936,0.328,0.904
12,104,25,50,0.0001,0.01,different/different,0.128,48,56,0.128,0.936,0.328,0.904
12,104,25,50,0.0001,0.01,different/same,0.936,48,56,0.128,0.936,0.328,0.904
12,204,25,50,0.0001,0.01,same/same,1.0,96,108,0.968,0.048,1.0,0.048
12,204,25,50,0.0001,0.01,same/different,0.048,96,108,0.968,0.048,1.0,0.048
12,204,25,50,0.0001,0.01,different/different,0.968,96,108,0.968,0.048,1.0,0.048
12,204,25,50,0.0001,0.01,different/same,0.048,96,108,0.968,0.048,1.0,0.048
12,304,25,50,0.0001,0.01,same/same,0.464,146,158,0.336,0.784,0.464,0.768
12,304,25,50,0.0001,0.01,same/different,0.768,146,158,0.336,0.784,0.464,0.768
12,304,25,50,0.0001,0.01,different/different,0.336,146,158,0.336,0.784,0.464,0.768
12,304,25,50,0.0001,0.01,different/same,0.784,146,158,0.336,0.784,0.464,0.768
12,404,25,50,0.0001,0.01,same/same,0.184,200,204,0.256,0.936,0.184,0.888
12,404,25,50,0.0001,0.01,same/different,0.888,200,204,0.256,0.936,0.184,0.888
12,404,25,50,0.0001,0.01,different/different,0.256,200,204,0.256,0.936,0.184,0.888
12,404,25,50,0.0001,0.01,different/same,0.936,200,204,0.256,0.936,0.184,0.888
12,504,25,50,0.0001,0.01,same/same,0.648,252,252,0.664,0.52,0.648,0.488
12,504,25,50,0.0001,0.01,same/different,0.488,252,252,0.664,0.52,0.648,0.488
12,504,25,50,0.0001,0.01,different/different,0.664,252,252,0.664,0.52,0.648,0.488
12,504,25,50,0.0001,0.01,different/same,0.52,252,252,0.664,0.52,0.648,0.488
12,604,25,50,0.0001,0.01,same/same,0.704,307,297,0.696,0.536,0.704,0.44
12,604,25,50,0.0001,0.01,same/different,0.44,307,297,0.696,0.536,0.704,0.44
12,604,25,50,0.0001,0.01,different/different,0.696,307,297,0.696,0.536,0.704,0.44
12,604,25,50,0.0001,0.01,different/same,0.536,307,297,0.696,0.536,0.704,0.44
12,704,25,50,0.0001,0.01,same/same,0.496,355,349,0.448,0.808,0.496,0.728
12,704,25,50,0.0001,0.01,same/different,0.728,355,349,0.448,0.808,0.496,0.728
12,704,25,50,0.0001,0.01,different/different,0.448,355,349,0.448,0.808,0.496,0.728
12,704,25,50,0.0001,0.01,different/same,0.808,355,349,0.448,0.808,0.496,0.728
12,804,25,50,0.0001,0.01,same/same,0.744,407,397,0.568,0.656,0.744,0.6
12,804,25,50,0.0001,0.01,same/different,0.6,407,397,0.568,0.656,0.744,0.6
12,804,25,50,0.0001,0.01,different/different,0.568,407,397,0.568,0.656,0.744,0.6
12,804,25,50,0.0001,0.01,different/same,0.656,407,397,0.568,0.656,0.744,0.6
12,904,25,50,0.0001,0.01,same/same,0.84,462,442,0.648,0.656,0.84,0.488
12,904,25,50,0.0001,0.01,same/different,0.488,462,442,0.648,0.656,0.84,0.488
12,904,25,50,0.0001,0.01,different/different,0.648,462,442,0.648,0.656,0.84,0.488
12,904,25,50,0.0001,0.01,different/same,0.656,462,442,0.648,0.656,0.84,0.488
12,1004,25,50,0.0001,0.01,same/same,0.72,512,492,0.52,0.864,0.72,0.664
12,1004,25,50,0.0001,0.01,same/different,0.664,512,492,0.52,0.864,0.72,0.664
12,1004,25,50,0.0001,0.01,different/different,0.52,512,492,0.52,0.864,0.72,0.664
12,1004,25,50,0.0001,0.01,different/same,0.864,512,492,0.52,0.864,0.72,0.664
12,1104,25,50,0.0001,0.01,same/same,0.792,563,541,0.624,0.776,0.792,0.64
12,1104,25,50,0.0001,0.01,same/different,0.64,563,541,0.624,0.776,0.792,0.64
12,1104,25,50,0.0001,0.01,different/different,0.624,563,541,0.624,0.776,0.792,0.64
12,1104,25,50,0.0001,0.01,different/same,0.776,563,541,0.624,0.776,0.792,0.64
12,1204,25,50,0.0001,0.01,same/same,0.816,619,585,0.624,0.808,0.816,0.752
12,1204,25,50,0.0001,0.01,same/different,0.752,619,585,0.624,0.808,0.816,0.752
12,1204,25,50,0.0001,0.01,different/different,0.624,619,585,0.624,0.808,0.816,0.752
12,1204,25,50,0.0001,0.01,different/same,0.808,619,585,0.624,0.808,0.816,0.752
12,1304,25,50,0.0001,0.01,same/same,0.864,669,635,0.648,0.832,0.864,0.776
12,1304,25,50,0.0001,0.01,same/different,0.776,669,635,0.648,0.832,0.864,0.776
12,1304,25,50,0.0001,0.01,different/different,0.648,669,635,0.648,0.832,0.864,0.776
12,1304,25,50,0.0001,0.01,different/same,0.832,669,635,0.648,0.832,0.864,0.776
12,1404,25,50,0.0001,0.01,same/same,0.888,717,687,0.712,0.856,0.888,0.816
12,1404,25,50,0.0001,0.01,same/different,0.816,717,687,0.712,0.856,0.888,0.816
12,1404,25,50,0.0001,0.01,different/different,0.712,717,687,0.712,0.856,0.888,0.816
12,1404,25,50,0.0001,0.01,different/same,0.856,717,687,0.712,0.856,0.888,0.816
12,1504,25,50,0.0001,0.01,same/same,0.904,769,735,0.76,0.864,0.904,0.848
12,1504,25,50,0.0001,0.01,same/different,0.848,769,735,0.76,0.864,0.904,0.848
12,1504,25,50,0.0001,0.01,different/different,0.76,769,735,0.76,0.864,0.904,0.848
12,1504,25,50,0.0001,0.01,different/same,0.864,769,735,0.76,0.864,0.904,0.848
12,1604,25,50,0.0001,0.01,same/same,0.912,830,774,0.84,0.912,0.912,0.864
12,1604,25,50,0.0001,0.01,same/different,0.864,830,774,0.84,0.912,0.912,0.864
12,1604,25,50,0.0001,0.01,different/different,0.84,830,774,0.84,0.912,0.912,0.864
12,1604,25,50,0.0001,0.01,different/same,0.912,830,774,0.84,0.912,0.912,0.864
12,1704,25,50,0.0001,0.01,same/same,0.936,876,828,0.856,0.896,0.936,0.912
12,1704,25,50,0.0001,0.01,same/different,0.912,876,828,0.856,0.896,0.936,0.912
12,1704,25,50,0.0001,0.01,different/different,0.856,876,828,0.856,0.896,0.936,0.912
12,1704,25,50,0.0001,0.01,different/same,0.896,876,828,0.856,0.896,0.936,0.912
12,1804,25,50,0.0001,0.01,same/same,0.944,929,875,0.872,0.92,0.944,0.944
12,1804,25,50,0.0001,0.01,same/different,0.944,929,875,0.872,0.92,0.944,0.944
12,1804,25,50,0.0001,0.01,different/different,0.872,929,875,0.872,0.92,0.944,0.944
12,1804,25,50,0.0001,0.01,different/same,0.92,929,875,0.872,0.92,0.944,0.944
12,1904,25,50,0.0001,0.01,same/same,0.96,973,931,0.88,0.912,0.96,0.952
12,1904,25,50,0.0001,0.01,same/different,0.952,973,931,0.88,0.912,0.96,0.952
12,1904,25,50,0.0001,0.01,different/different,0.88,973,931,0.88,0.912,0.96,0.952
12,1904,25,50,0.0001,0.01,different/same,0.912,973,931,0.88,0.912,0.96,0.952
13,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.0,1.0,0.008,1.0
13,0,25,50,0.0001,0.01,same/same,0.008,0,0,0.0,1.0,0.008,1.0
13,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,1.0,0.008,1.0
13,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,1.0,0.008,1.0
13,104,25,50,0.0001,0.01,different/same,0.952,53,51,0.128,0.952,0.296,0.936
13,104,25,50,0.0001,0.01,same/same,0.296,53,51,0.128,0.952,0.296,0.936
13,104,25,50,0.0001,0.01,same/different,0.936,53,51,0.128,0.952,0.296,0.936
13,104,25,50,0.0001,0.01,different/different,0.128,53,51,0.128,0.952,0.296,0.936
13,204,25,50,0.0001,0.01,different/same,0.04,109,95,1.0,0.04,1.0,0.008
13,204,25,50,0.0001,0.01,same/same,1.0,109,95,1.0,0.04,1.0,0.008
13,204,25,50,0.0001,0.01,same/different,0.008,109,95,1.0,0.04,1.0,0.008
13,204,25,50,0.0001,0.01,different/different,1.0,109,95,1.0,0.04,1.0,0.008
13,304,25,50,0.0001,0.01,different/same,0.568,155,149,0.744,0.568,0.744,0.368
13,304,25,50,0.0001,0.01,same/same,0.744,155,149,0.744,0.568,0.744,0.368
13,304,25,50,0.0001,0.01,same/different,0.368,155,149,0.744,0.568,0.744,0.368
13,304,25,50,0.0001,0.01,different/different,0.744,155,149,0.744,0.568,0.744,0.368
13,404,25,50,0.0001,0.01,different/same,0.984,205,199,0.12,0.984,0.248,0.848
13,404,25,50,0.0001,0.01,same/same,0.248,205,199,0.12,0.984,0.248,0.848
13,404,25,50,0.0001,0.01,same/different,0.848,205,199,0.12,0.984,0.248,0.848
13,404,25,50,0.0001,0.01,different/different,0.12,205,199,0.12,0.984,0.248,0.848
13,504,25,50,0.0001,0.01,different/same,0.608,256,248,0.68,0.608,0.744,0.456
13,504,25,50,0.0001,0.01,same/same,0.744,256,248,0.68,0.608,0.744,0.456
13,504,25,50,0.0001,0.01,same/different,0.456,256,248,0.68,0.608,0.744,0.456
13,504,25,50,0.0001,0.01,different/different,0.68,256,248,0.68,0.608,0.744,0.456
13,604,25,50,0.0001,0.01,different/same,0.432,297,307,0.784,0.432,0.872,0.344
13,604,25,50,0.0001,0.01,same/same,0.872,297,307,0.784,0.432,0.872,0.344
13,604,25,50,0.0001,0.01,same/different,0.344,297,307,0.784,0.432,0.872,0.344
13,604,25,50,0.0001,0.01,different/different,0.784,297,307,0.784,0.432,0.872,0.344
13,704,25,50,0.0001,0.01,different/same,0.632,347,357,0.536,0.632,0.728,0.68
13,704,25,50,0.0001,0.01,same/same,0.728,347,357,0.536,0.632,0.728,0.68
13,704,25,50,0.0001,0.01,same/different,0.68,347,357,0.536,0.632,0.728,0.68
13,704,25,50,0.0001,0.01,different/different,0.536,347,357,0.536,0.632,0.728,0.68
13,804,25,50,0.0001,0.01,different/same,0.672,401,403,0.544,0.672,0.76,0.608
13,804,25,50,0.0001,0.01,same/same,0.76,401,403,0.544,0.672,0.76,0.608
13,804,25,50,0.0001,0.01,same/different,0.608,401,403,0.544,0.672,0.76,0.608
13,804,25,50,0.0001,0.01,different/different,0.544,401,403,0.544,0.672,0.76,0.608
13,904,25,50,0.0001,0.01,different/same,0.608,448,456,0.672,0.608,0.872,0.568
13,904,25,50,0.0001,0.01,same/same,0.872,448,456,0.672,0.608,0.872,0.568
13,904,25,50,0.0001,0.01,same/different,0.568,448,456,0.672,0.608,0.872,0.568
13,904,25,50,0.0001,0.01,different/different,0.672,448,456,0.672,0.608,0.872,0.568
13,1004,25,50,0.0001,0.01,different/same,0.736,496,508,0.632,0.736,0.808,0.728
13,1004,25,50,0.0001,0.01,same/same,0.808,496,508,0.632,0.736,0.808,0.728
13,1004,25,50,0.0001,0.01,same/different,0.728,496,508,0.632,0.736,0.808,0.728
13,1004,25,50,0.0001,0.01,different/different,0.632,496,508,0.632,0.736,0.808,0.728
13,1104,25,50,0.0001,0.01,different/same,0.728,552,552,0.656,0.728,0.848,0.768
13,1104,25,50,0.0001,0.01,same/same,0.848,552,552,0.656,0.728,0.848,0.768
13,1104,25,50,0.0001,0.01,same/different,0.768,552,552,0.656,0.728,0.848,0.768
13,1104,25,50,0.0001,0.01,different/different,0.656,552,552,0.656,0.728,0.848,0.768
13,1204,25,50,0.0001,0.01,different/same,0.784,595,609,0.712,0.784,0.904,0.8
13,1204,25,50,0.0001,0.01,same/same,0.904,595,609,0.712,0.784,0.904,0.8
13,1204,25,50,0.0001,0.01,same/different,0.8,595,609,0.712,0.784,0.904,0.8
13,1204,25,50,0.0001,0.01,different/different,0.712,595,609,0.712,0.784,0.904,0.8
13,1304,25,50,0.0001,0.01,different/same,0.824,644,660,0.736,0.824,0.92,0.824
13,1304,25,50,0.0001,0.01,same/same,0.92,644,660,0.736,0.824,0.92,0.824
13,1304,25,50,0.0001,0.01,same/different,0.824,644,660,0.736,0.824,0.92,0.824
13,1304,25,50,0.0001,0.01,different/different,0.736,644,660,0.736,0.824,0.92,0.824
13,1404,25,50,0.0001,0.01,different/same,0.816,703,701,0.736,0.816,0.936,0.872
13,1404,25,50,0.0001,0.01,same/same,0.936,703,701,0.736,0.816,0.936,0.872
13,1404,25,50,0.0001,0.01,same/different,0.872,703,701,0.736,0.816,0.936,0.872
13,1404,25,50,0.0001,0.01,different/different,0.736,703,701,0.736,0.816,0.936,0.872
13,1504,25,50,0.0001,0.01,different/same,0.872,757,747,0.784,0.872,0.952,0.888
13,1504,25,50,0.0001,0.01,same/same,0.952,757,747,0.784,0.872,0.952,0.888
13,1504,25,50,0.0001,0.01,same/different,0.888,757,747,0.784,0.872,0.952,0.888
13,1504,25,50,0.0001,0.01,different/different,0.784,757,747,0.784,0.872,0.952,0.888
13,1604,25,50,0.0001,0.01,different/same,0.904,805,799,0.84,0.904,0.952,0.904
13,1604,25,50,0.0001,0.01,same/same,0.952,805,799,0.84,0.904,0.952,0.904
13,1604,25,50,0.0001,0.01,same/different,0.904,805,799,0.84,0.904,0.952,0.904
13,1604,25,50,0.0001,0.01,different/different,0.84,805,799,0.84,0.904,0.952,0.904
13,1704,25,50,0.0001,0.01,different/same,0.904,856,848,0.88,0.904,0.968,0.896
13,1704,25,50,0.0001,0.01,same/same,0.968,856,848,0.88,0.904,0.968,0.896
13,1704,25,50,0.0001,0.01,same/different,0.896,856,848,0.88,0.904,0.968,0.896
13,1704,25,50,0.0001,0.01,different/different,0.88,856,848,0.88,0.904,0.968,0.896
13,1804,25,50,0.0001,0.01,different/same,0.928,907,897,0.896,0.928,0.968,0.904
13,1804,25,50,0.0001,0.01,same/same,0.968,907,897,0.896,0.928,0.968,0.904
13,1804,25,50,0.0001,0.01,same/different,0.904,907,897,0.896,0.928,0.968,0.904
13,1804,25,50,0.0001,0.01,different/different,0.896,907,897,0.896,0.928,0.968,0.904
13,1904,25,50,0.0001,0.01,different/same,0.936,950,954,0.896,0.936,0.976,0.928
13,1904,25,50,0.0001,0.01,same/same,0.976,950,954,0.896,0.936,0.976,0.928
13,1904,25,50,0.0001,0.01,same/different,0.928,950,954,0.896,0.936,0.976,0.928
13,1904,25,50,0.0001,0.01,different/different,0.896,950,954,0.896,0.936,0.976,0.928
14,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.0,1.0,0.04,1.0
14,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,1.0,0.04,1.0
14,0,25,50,0.0001,0.01,same/same,0.04,0,0,0.0,1.0,0.04,1.0
14,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,1.0,0.04,1.0
14,104,25,50,0.0001,0.01,different/same,0.896,47,57,0.2,0.896,0.456,0.896
14,104,25,50,0.0001,0.01,different/different,0.2,47,57,0.2,0.896,0.456,0.896
14,104,25,50,0.0001,0.01,same/same,0.456,47,57,0.2,0.896,0.456,0.896
14,104,25,50,0.0001,0.01,same/different,0.896,47,57,0.2,0.896,0.456,0.896
14,204,25,50,0.0001,0.01,different/same,0.048,99,105,0.984,0.048,0.968,0.04
14,204,25,50,0.0001,0.01,different/different,0.984,99,105,0.984,0.048,0.968,0.04
14,204,25,50,0.0001,0.01,same/same,0.968,99,105,0.984,0.048,0.968,0.04
14,204,25,50,0.0001,0.01,same/different,0.04,99,105,0.984,0.048,0.968,0.04
14,304,25,50,0.0001,0.01,different/same,0.76,147,157,0.376,0.76,0.496,0.848
14,304,25,50,0.0001,0.01,different/different,0.376,147,157,0.376,0.76,0.496,0.848
14,304,25,50,0.0001,0.01,same/same,0.496,147,157,0.376,0.76,0.496,0.848
14,304,25,50,0.0001,0.01,same/different,0.848,147,157,0.376,0.76,0.496,0.848
14,404,25,50,0.0001,0.01,different/same,0.744,194,210,0.368,0.744,0.504,0.856
14,404,25,50,0.0001,0.01,different/different,0.368,194,210,0.368,0.744,0.504,0.856
14,404,25,50,0.0001,0.01,same/same,0.504,194,210,0.368,0.744,0.504,0.856
14,404,25,50,0.0001,0.01,same/different,0.856,194,210,0.368,0.744,0.504,0.856
14,504,25,50,0.0001,0.01,different/same,0.32,249,255,0.864,0.32,0.888,0.368
14,504,25,50,0.0001,0.01,different/different,0.864,249,255,0.864,0.32,0.888,0.368
14,504,25,50,0.0001,0.01,same/same,0.888,249,255,0.864,0.32,0.888,0.368
14,504,25,50,0.0001,0.01,same/different,0.368,249,255,0.864,0.32,0.888,0.368
14,604,25,50,0.0001,0.01,different/same,0.48,306,298,0.672,0.48,0.768,0.688
14,604,25,50,0.0001,0.01,different/different,0.672,306,298,0.672,0.48,0.768,0.688
14,604,25,50,0.0001,0.01,same/same,0.768,306,298,0.672,0.48,0.768,0.688
14,604,25,50,0.0001,0.01,same/different,0.688,306,298,0.672,0.48,0.768,0.688
14,704,25,50,0.0001,0.01,different/same,0.624,358,346,0.608,0.624,0.704,0.784
14,704,25,50,0.0001,0.01,different/different,0.608,358,346,0.608,0.624,0.704,0.784
14,704,25,50,0.0001,0.01,same/same,0.704,358,346,0.608,0.624,0.704,0.784
14,704,25,50,0.0001,0.01,same/different,0.784,358,346,0.608,0.624,0.704,0.784
14,804,25,50,0.0001,0.01,different/same,0.56,410,394,0.768,0.56,0.784,0.576
14,804,25,50,0.0001,0.01,different/different,0.768,410,394,0.768,0.56,0.784,0.576
14,804,25,50,0.0001,0.01,same/same,0.784,410,394,0.768,0.56,0.784,0.576
14,804,25,50,0.0001,0.01,same/different,0.576,410,394,0.768,0.56,0.784,0.576
14,904,25,50,0.0001,0.01,different/same,0.76,460,444,0.624,0.76,0.696,0.824
14,904,25,50,0.0001,0.01,different/different,0.624,460,444,0.624,0.76,0.696,0.824
14,904,25,50,0.0001,0.01,same/same,0.696,460,444,0.624,0.76,0.696,0.824
14,904,25,50,0.0001,0.01,same/different,0.824,460,444,0.624,0.76,0.696,0.824
14,1004,25,50,0.0001,0.01,different/same,0.72,515,489,0.696,0.72,0.768,0.752
14,1004,25,50,0.0001,0.01,different/different,0.696,515,489,0.696,0.72,0.768,0.752
14,1004,25,50,0.0001,0.01,same/same,0.768,515,489,0.696,0.72,0.768,0.752
14,1004,25,50,0.0001,0.01,same/different,0.752,515,489,0.696,0.72,0.768,0.752
14,1104,25,50,0.0001,0.01,different/same,0.768,566,538,0.712,0.768,0.76,0.76
14,1104,25,50,0.0001,0.01,different/different,0.712,566,538,0.712,0.768,0.76,0.76
14,1104,25,50,0.0001,0.01,same/same,0.76,566,538,0.712,0.768,0.76,0.76
14,1104,25,50,0.0001,0.01,same/different,0.76,566,538,0.712,0.768,0.76,0.76
14,1204,25,50,0.0001,0.01,different/same,0.816,622,582,0.736,0.816,0.776,0.784
14,1204,25,50,0.0001,0.01,different/different,0.736,622,582,0.736,0.816,0.776,0.784
14,1204,25,50,0.0001,0.01,same/same,0.776,622,582,0.736,0.816,0.776,0.784
14,1204,25,50,0.0001,0.01,same/different,0.784,622,582,0.736,0.816,0.776,0.784
14,1304,25,50,0.0001,0.01,different/same,0.832,680,624,0.744,0.832,0.808,0.832
14,1304,25,50,0.0001,0.01,different/different,0.744,680,624,0.744,0.832,0.808,0.832
14,1304,25,50,0.0001,0.01,same/same,0.808,680,624,0.744,0.832,0.808,0.832
14,1304,25,50,0.0001,0.01,same/different,0.832,680,624,0.744,0.832,0.808,0.832
14,1404,25,50,0.0001,0.01,different/same,0.88,725,679,0.848,0.88,0.808,0.824
14,1404,25,50,0.0001,0.01,different/different,0.848,725,679,0.848,0.88,0.808,0.824
14,1404,25,50,0.0001,0.01,same/same,0.808,725,679,0.848,0.88,0.808,0.824
14,1404,25,50,0.0001,0.01,same/different,0.824,725,679,0.848,0.88,0.808,0.824
14,1504,25,50,0.0001,0.01,different/same,0.896,780,724,0.88,0.896,0.856,0.88
14,1504,25,50,0.0001,0.01,different/different,0.88,780,724,0.88,0.896,0.856,0.88
14,1504,25,50,0.0001,0.01,same/same,0.856,780,724,0.88,0.896,0.856,0.88
14,1504,25,50,0.0001,0.01,same/different,0.88,780,724,0.88,0.896,0.856,0.88
14,1604,25,50,0.0001,0.01,different/same,0.936,837,767,0.912,0.936,0.896,0.912
14,1604,25,50,0.0001,0.01,different/different,0.912,837,767,0.912,0.936,0.896,0.912
14,1604,25,50,0.0001,0.01,same/same,0.896,837,767,0.912,0.936,0.896,0.912
14,1604,25,50,0.0001,0.01,same/different,0.912,837,767,0.912,0.936,0.896,0.912
14,1704,25,50,0.0001,0.01,different/same,0.944,879,825,0.936,0.944,0.912,0.928
14,1704,25,50,0.0001,0.01,different/different,0.936,879,825,0.936,0.944,0.912,0.928
14,1704,25,50,0.0001,0.01,same/same,0.912,879,825,0.936,0.944,0.912,0.928
14,1704,25,50,0.0001,0.01,same/different,0.928,879,825,0.936,0.944,0.912,0.928
14,1804,25,50,0.0001,0.01,different/same,0.984,933,871,0.936,0.984,0.936,0.976
14,1804,25,50,0.0001,0.01,different/different,0.936,933,871,0.936,0.984,0.936,0.976
14,1804,25,50,0.0001,0.01,same/same,0.936,933,871,0.936,0.984,0.936,0.976
14,1804,25,50,0.0001,0.01,same/different,0.976,933,871,0.936,0.984,0.936,0.976
14,1904,25,50,0.0001,0.01,different/same,0.992,981,923,0.976,0.992,0.952,0.968
14,1904,25,50,0.0001,0.01,different/different,0.976,981,923,0.976,0.992,0.952,0.968
14,1904,25,50,0.0001,0.01,same/same,0.952,981,923,0.976,0.992,0.952,0.968
14,1904,25,50,0.0001,0.01,same/different,0.968,981,923,0.976,0.992,0.952,0.968
15,0,25,50,0.0001,0.01,same/same,0.0,0,0,0.008,1.0,0.0,1.0
15,0,25,50,0.0001,0.01,different/different,0.008,0,0,0.008,1.0,0.0,1.0
15,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.008,1.0,0.0,1.0
15,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.008,1.0,0.0,1.0
15,104,25,50,0.0001,0.01,same/same,0.184,52,52,0.144,0.944,0.184,0.88
15,104,25,50,0.0001,0.01,different/different,0.144,52,52,0.144,0.944,0.184,0.88
15,104,25,50,0.0001,0.01,different/same,0.944,52,52,0.144,0.944,0.184,0.88
15,104,25,50,0.0001,0.01,same/different,0.88,52,52,0.144,0.944,0.184,0.88
15,204,25,50,0.0001,0.01,same/same,0.952,102,102,0.944,0.208,0.952,0.08
15,204,25,50,0.0001,0.01,different/different,0.944,102,102,0.944,0.208,0.952,0.08
15,204,25,50,0.0001,0.01,different/same,0.208,102,102,0.944,0.208,0.952,0.08
15,204,25,50,0.0001,0.01,same/different,0.08,102,102,0.944,0.208,0.952,0.08
15,304,25,50,0.0001,0.01,same/same,0.504,150,154,0.544,0.696,0.504,0.72
15,304,25,50,0.0001,0.01,different/different,0.544,150,154,0.544,0.696,0.504,0.72
15,304,25,50,0.0001,0.01,different/same,0.696,150,154,0.544,0.696,0.504,0.72
